"","country","sector","value"
"792","FRA","C42",403272.218967824
"793","FRA","C43",204367.105790211
"794","FRA","C44",125071.001694439
"795","FRA","C45",78253.4695432004
"796","FRA","C46",231897.035434739
"797","FRA","C47",286063.788438548
"798","FRA","C48",169610.208191212
"799","FRA","C49",309277.53095913
"800","FRA","C50",126506.129807586
"801","GBR","C01",53173.2590973114
"802","GBR","C02",1968.13043566571
"803","GBR","C03",2318.28369161485
"804","GBR","C04",81965.9747409627
"805","GBR","C05",178105.460258484
"806","GBR","C06",51740.1675163955
"807","GBR","C07",15954.9604454711
"808","GBR","C08",26075.467674883
"809","GBR","C09",16443.2521835235
"810","GBR","C10",67541.9988542624
"811","GBR","C11",63016.1605139861
"812","GBR","C12",47679.1308978153
"813","GBR","C13",43486.7483748697
"814","GBR","C14",30406.9484840054
"815","GBR","C15",23451.6394342877
"816","GBR","C16",64778.504883725
"817","GBR","C17",70418.6580568546
"818","GBR","C18",31465.0344913819
"819","GBR","C19",80926.2064452448
"820","GBR","C20",101543.077440149
"821","GBR","C21",57415.7855599404
"822","GBR","C22",38679.9746890676
"823","GBR","C23",170361.043523545
"824","GBR","C24",12380.8363703228
"825","GBR","C25",39387.4086781236
"826","GBR","C26",420667.506158472
"827","GBR","C27",87150.9518203542
"828","GBR","C28",138805.685196242
"829","GBR","C29",246219.315327454
"830","GBR","C30",108535.192873986
"831","GBR","C31",23406.7586569955
"832","GBR","C32",40273.6331006576
"833","GBR","C33",71137.395432544
"834","GBR","C34",36923.7189871023
"835","GBR","C35",163228.394154191
"836","GBR","C36",29134.7186491857
"837","GBR","C37",39962.0304822476
"838","GBR","C38",85535.0221702452
"839","GBR","C39",112857.948226333
"840","GBR","C40",188167.34466787
"841","GBR","C41",171861.320683523
"842","GBR","C42",419542.373561229
"843","GBR","C43",138947.314652774
"844","GBR","C44",138807.607619073
"845","GBR","C45",25302.2877106225
"846","GBR","C46",216580.19739455
"847","GBR","C47",253509.775312174
"848","GBR","C48",214681.681039338
"849","GBR","C49",373878.807522891
"850","GBR","C50",178070.878427034
"851","GRC","C01",15099.3231389001
"852","GRC","C02",142.367488068586
"853","GRC","C03",1246.76635270719
"854","GRC","C04",12606.1995700981
"855","GRC","C05",26719.6726508513
"856","GRC","C06",6824.56212931548
"857","GRC","C07",888.267233618055
"858","GRC","C08",2564.39887131165
"859","GRC","C09",956.973551745105
"860","GRC","C10",8590.16100657328
"861","GRC","C11",5636.9864466847
"862","GRC","C12",4427.76847392302
"863","GRC","C13",2935.7555287239
"864","GRC","C14",2671.26710482033
"865","GRC","C15",4858.11841103244
"866","GRC","C16",3997.94734538972
"867","GRC","C17",3666.89493163321
"868","GRC","C18",2413.11509408679
"869","GRC","C19",4577.42782017593
"870","GRC","C20",3125.68514434254
"871","GRC","C21",4577.68368202638
"872","GRC","C22",3046.09799430636
"873","GRC","C23",8466.18601845546
"874","GRC","C24",1403.68744850062
"875","GRC","C25",3152.41298147876
"876","GRC","C26",15707.5300015069
"877","GRC","C27",5582.64928700342
"878","GRC","C28",21731.7485334943
"879","GRC","C29",9489.73690528087
"880","GRC","C30",8436.71307272298
"881","GRC","C31",1135.10699023767
"882","GRC","C32",3189.37881231307
"883","GRC","C33",9919.18869040527
"884","GRC","C34",1168.68671872285
"885","GRC","C35",26090.5715790842
"886","GRC","C36",2285.12128840171
"887","GRC","C37",1356.79396204791
"888","GRC","C38",7932.64736482297
"889","GRC","C39",1689.53954958228
"890","GRC","C40",11033.854392617
"891","GRC","C41",4322.18742184734
"892","GRC","C42",39388.0877748982
"893","GRC","C43",7052.09095797874
"894","GRC","C44",4632.64781320077
"895","GRC","C45",1204.98089647777
"896","GRC","C46",7386.20909549716
"897","GRC","C47",26585.3130897598
"898","GRC","C48",13825.3189928308
"899","GRC","C49",13478.2454047276
"900","GRC","C50",14851.3170133464
"901","HRV","C01",3404.39352514776
"902","HRV","C02",274.218592368522
"903","HRV","C03",189.898749571428
"904","HRV","C04",4406.75895647313
"905","HRV","C05",5760.06841900886
"906","HRV","C06",1449.21031830213
"907","HRV","C07",446.501773130381
"908","HRV","C08",820.483045018926
"909","HRV","C09",476.588562440594
"910","HRV","C10",1012.84249241387
"911","HRV","C11",1683.46241815481
"912","HRV","C12",978.607043187892
"913","HRV","C13",1144.33234552229
"914","HRV","C14",1018.15548056788
"915","HRV","C15",1383.45096532476
"916","HRV","C16",1234.25532234865
"917","HRV","C17",1126.48608474294
"918","HRV","C18",912.602334161695
"919","HRV","C19",2168.40774787163
"920","HRV","C20",899.984562024924
"921","HRV","C21",626.832067228998
"922","HRV","C22",654.231367426014
"923","HRV","C23",4300.16073079205
"924","HRV","C24",438.915892540949
"925","HRV","C25",490.929170377108
"926","HRV","C26",6719.25014171417
"927","HRV","C27",1065.19329918966
"928","HRV","C28",6152.38249240829
"929","HRV","C29",3471.91560287287
"930","HRV","C30",1735.26797607631
"931","HRV","C31",150.953693658527
"932","HRV","C32",141.78178811944
"933","HRV","C33",1001.68917310056
"934","HRV","C34",375.137648868384
"935","HRV","C35",4877.82792120987
"936","HRV","C36",304.53986635311
"937","HRV","C37",574.648732697336
"938","HRV","C38",1809.21762048046
"939","HRV","C39",887.193729590845
"940","HRV","C40",3624.97350752143
"941","HRV","C41",1637.43866553765
"942","HRV","C42",5563.30533337794
"943","HRV","C43",1854.84179043351
"944","HRV","C44",2330.43213079024
"945","HRV","C45",313.88350857891
"946","HRV","C46",2068.03019180986
"947","HRV","C47",5233.91712793085
"948","HRV","C48",2622.19366472367
"949","HRV","C49",3218.30944105264
"950","HRV","C50",2818.34787531476
"951","HUN","C01",10689.4135342251
"952","HUN","C02",507.127860795137
"953","HUN","C03",54.1635194816053
"954","HUN","C04",7394.07050183826
"955","HUN","C05",11305.328448489
"956","HUN","C06",2152.97029469217
"957","HUN","C07",976.779796007608
"958","HUN","C08",2110.28404518092
"959","HUN","C09",954.304139260654
"960","HUN","C10",8178.33196795773
"961","HUN","C11",7676.06208137377
"962","HUN","C12",2616.64412458243
"963","HUN","C13",4595.31270098004
"964","HUN","C14",2234.8211567794
"965","HUN","C15",5378.38314559547
"966","HUN","C16",5674.27754309451
"967","HUN","C17",11834.9406849255
"968","HUN","C18",6644.68611815622
"969","HUN","C19",14174.2513469236
"970","HUN","C20",10930.0943224643
"971","HUN","C21",1196.64432267422
"972","HUN","C22",1948.72837161874
"973","HUN","C23",6724.97769012499
"974","HUN","C24",933.992417229806
"975","HUN","C25",1637.4871799437
"976","HUN","C26",13261.2256236446
"977","HUN","C27",2830.84370403015
"978","HUN","C28",12266.0357940122
"979","HUN","C29",9887.83375464409
"980","HUN","C30",7034.36117956973
"981","HUN","C31",185.410189824004
"982","HUN","C32",901.192243597933
"983","HUN","C33",4738.59578502346
"984","HUN","C34",933.056314240965
"985","HUN","C35",5324.4620734336
"986","HUN","C36",1169.43346956716
"987","HUN","C37",1852.37487118412
"988","HUN","C38",3297.38606717323
"989","HUN","C39",3663.41238892613
"990","HUN","C40",6338.77948101107
"991","HUN","C41",2596.74609132678
"992","HUN","C42",13076.6162038333
"993","HUN","C43",4847.31283483785
"994","HUN","C44",5176.78392059183
"995","HUN","C45",1509.76538198709
"996","HUN","C46",7975.85901275235
"997","HUN","C47",14406.6711325282
"998","HUN","C48",7141.01637680974
"999","HUN","C49",8219.77873907401
"1000","HUN","C50",6490.93250402567
"1001","IDN","C01",116463.252239919
"1002","IDN","C02",7021.40802343759
"1003","IDN","C03",22589.2482341012
"1004","IDN","C04",86687.5358899931
"1005","IDN","C05",150950.630547399
"1006","IDN","C06",22002.2046766127
"1007","IDN","C07",10970.9818456074
"1008","IDN","C08",17323.1374690906
"1009","IDN","C09",1138.05537675713
"1010","IDN","C10",76482.0133532673
"1011","IDN","C11",41894.850531196
"1012","IDN","C12",12154.9247337196
"1013","IDN","C13",16270.2926400412
"1014","IDN","C14",18897.0920267128
"1015","IDN","C15",25024.9615695253
"1016","IDN","C16",23230.7337055182
"1017","IDN","C17",31755.4324492
"1018","IDN","C18",15163.4445376366
"1019","IDN","C19",27150.583526274
"1020","IDN","C20",36672.0492628649
"1021","IDN","C21",3982.36857012761
"1022","IDN","C22",4813.09166420927
"1023","IDN","C23",41436.0198017307
"1024","IDN","C24",1117.30158392092
"1025","IDN","C25",52.1619490796148
"1026","IDN","C26",252642.427298243
"1027","IDN","C27",36246.0728929477
"1028","IDN","C28",89615.352741686
"1029","IDN","C29",51943.3864109674
"1030","IDN","C30",40369.119237676
"1031","IDN","C31",12315.4961927198
"1032","IDN","C32",28230.4844039978
"1033","IDN","C33",11505.1022932241
"1034","IDN","C34",1459.63880030481
"1035","IDN","C35",59797.3269744068
"1036","IDN","C36",5628.47055940762
"1037","IDN","C37",5643.79042357036
"1038","IDN","C38",33041.7683378989
"1039","IDN","C39",4697.9847137557
"1040","IDN","C40",38167.2075828704
"1041","IDN","C41",10285.8135545437
"1042","IDN","C42",30105.7865873124
"1043","IDN","C43",12445.1633583372
"1044","IDN","C44",67.5686285757699
"1045","IDN","C45",17.6633604494462
"1046","IDN","C46",11336.3051838058
"1047","IDN","C47",55291.6058397591
"1048","IDN","C48",44798.8899261203
"1049","IDN","C49",21100.2771228802
"1050","IDN","C50",27535.2675222324
"1051","IND","C01",362125.145829084
"1052","IND","C02",29307.7653525021
"1053","IND","C03",15935.9070074409
"1054","IND","C04",172653.30717272
"1055","IND","C05",186710.547034427
"1056","IND","C06",120985.114320122
"1057","IND","C07",25183.4824706317
"1058","IND","C08",19132.3066775649
"1059","IND","C09",14647.8114876477
"1060","IND","C10",111513.502900028
"1061","IND","C11",136514.942650339
"1062","IND","C12",18537.3015368854
"1063","IND","C13",46713.5992828903
"1064","IND","C14",51784.0677019622
"1065","IND","C15",174607.010060965
"1066","IND","C16",63176.4450405721
"1067","IND","C17",44910.9335630279
"1068","IND","C18",48363.6260846695
"1069","IND","C19",74106.8981358801
"1070","IND","C20",97417.9386000411
"1071","IND","C21",21964.4060677534
"1072","IND","C22",109407.451934242
"1073","IND","C23",72480.8626793725
"1074","IND","C24",6887.5275690383
"1075","IND","C25",362.711953442464
"1076","IND","C26",393315.307412863
"1077","IND","C27",19243.6835929385
"1078","IND","C28",154127.073283787
"1079","IND","C29",241000.887671066
"1080","IND","C30",266759.882770103
"1081","IND","C31",2474.03411832081
"1082","IND","C32",4865.19623533705
"1083","IND","C33",13515.3254789197
"1084","IND","C34",13.4025871213824
"1085","IND","C35",87593.0611670022
"1086","IND","C36",152.294106398628
"1087","IND","C37",54.7222293653213
"1088","IND","C38",25801.768981511
"1089","IND","C39",43024.4573072643
"1090","IND","C40",109708.443364889
"1091","IND","C41",27105.9166390826
"1092","IND","C42",140583.850958492
"1093","IND","C43",9827.65911600402
"1094","IND","C44",29967.3976682575
"1095","IND","C45",37.5504410665596
"1096","IND","C46",2335.10350422692
"1097","IND","C47",142098.802797828
"1098","IND","C48",94220.936986298
"1099","IND","C49",47938.6547267127
"1100","IND","C50",55471.7240523257
"1101","IRL","C01",5981.82209001724
"1102","IRL","C02",682.609566049807
"1103","IRL","C03",248.931728645447
"1104","IRL","C04",5587.50580910157
"1105","IRL","C05",9343.33437866309
"1106","IRL","C06",2415.67877528968
"1107","IRL","C07",1165.83309631231
"1108","IRL","C08",1490.43706387453
"1109","IRL","C09",1696.38060910964
"1110","IRL","C10",340.804001832065
"1111","IRL","C11",3670.91725290846
"1112","IRL","C12",2825.13981637453
"1113","IRL","C13",3126.29169648046
"1114","IRL","C14",2050.42150235769
"1115","IRL","C15",1435.56569603042
"1116","IRL","C16",2341.74424845076
"1117","IRL","C17",8607.98914273044
"1118","IRL","C18",2359.50577235071
"1119","IRL","C19",5128.50808747433
"1120","IRL","C20",5257.60305193626
"1121","IRL","C21",1649.47079119376
"1122","IRL","C22",8111.08469684594
"1123","IRL","C23",8496.82391005746
"1124","IRL","C24",537.48005351983
"1125","IRL","C25",2130.18739091036
"1126","IRL","C26",25634.1768562863
"1127","IRL","C27",2948.97863264291
"1128","IRL","C28",32445.3784839295
"1129","IRL","C29",15073.1817262925
"1130","IRL","C30",7091.56966864131
"1131","IRL","C31",471.581629684515
"1132","IRL","C32",6919.73297553137
"1133","IRL","C33",3223.33933978873
"1134","IRL","C34",1258.69524990738
"1135","IRL","C35",12124.1450455387
"1136","IRL","C36",11405.5323293547
"1137","IRL","C37",771.04772091865
"1138","IRL","C38",6882.03709699387
"1139","IRL","C39",13675.7903419761
"1140","IRL","C40",19593.1015996933
"1141","IRL","C41",33863.7312455625
"1142","IRL","C42",25591.930642418
"1143","IRL","C43",9597.26796133305
"1144","IRL","C44",20975.2454540655
"1145","IRL","C45",5940.33681453635
"1146","IRL","C46",51046.1729791462
"1147","IRL","C47",17643.0458162383
"1148","IRL","C48",16747.4597751681
"1149","IRL","C49",19796.1073408203
"1150","IRL","C50",8865.18067251479
"1151","ITA","C01",79734.8534616239
"1152","ITA","C02",2398.78184891762
"1153","ITA","C03",3172.31803484049
"1154","ITA","C04",52059.6818402294
"1155","ITA","C05",166831.506285305
"1156","ITA","C06",83873.4874160967
"1157","ITA","C07",20202.6201480702
"1158","ITA","C08",28473.7980991225
"1159","ITA","C09",14633.8675205938
"1160","ITA","C10",74539.4771438266
"1161","ITA","C11",76619.6541090491
"1162","ITA","C12",28949.9267215002
"1163","ITA","C13",46755.0598657232
"1164","ITA","C14",33395.6146628342
"1165","ITA","C15",76334.7863458575
"1166","ITA","C16",87566.6902070345
"1167","ITA","C17",41473.4079315717
"1168","ITA","C18",37454.1761303292
"1169","ITA","C19",104857.773259512
"1170","ITA","C20",60701.9137422257
"1171","ITA","C21",19783.4824859974
"1172","ITA","C22",34824.4096577767
"1173","ITA","C23",115010.84069133
"1174","ITA","C24",11850.2260822838
"1175","ITA","C25",54992.6765898654
"1176","ITA","C26",272083.212807935
"1177","ITA","C27",45940.9351857155
"1178","ITA","C28",226256.917625801
"1179","ITA","C29",152543.350191711
"1180","ITA","C30",123170.885933252
"1181","ITA","C31",13343.098241157
"1182","ITA","C32",21452.2216666242
"1183","ITA","C33",83245.527546357
"1184","ITA","C34",9154.08265770855
"1185","ITA","C35",139139.210811203
"1186","ITA","C36",12505.8076132576
"1187","ITA","C37",19747.8211047197
"1188","ITA","C38",48476.6908914047
"1189","ITA","C39",66746.8345728084
"1190","ITA","C40",121761.365684175
"1191","ITA","C41",72557.7003147603
"1192","ITA","C42",304541.457105708
"1193","ITA","C43",99971.229882391
"1194","ITA","C44",89279.279807071
"1195","ITA","C45",16641.3916882051
"1196","ITA","C46",122762.862585848
"1197","ITA","C47",173730.979417126
"1198","ITA","C48",97885.4325521593
"1199","ITA","C49",196700.525064887
"1200","ITA","C50",136547.305458903
"1201","JPN","C01",116168.161619657
"1202","JPN","C02",13155.7148325481
"1203","JPN","C03",16045.9694417792
"1204","JPN","C04",264694.753118979
"1205","JPN","C05",398253.316728986
"1206","JPN","C06",89761.604051491
"1207","JPN","C07",29356.3613043223
"1208","JPN","C08",70708.0808330209
"1209","JPN","C09",48566.9971715696
"1210","JPN","C10",193074.385647123
"1211","JPN","C11",193457.059372543
"1212","JPN","C12",88856.6057679076
"1213","JPN","C13",113437.778476512
"1214","JPN","C14",58819.2619746514
"1215","JPN","C15",326379.513631216
"1216","JPN","C16",159791.896426103
"1217","JPN","C17",250661.377053368
"1218","JPN","C18",119573.014855481
"1219","JPN","C19",135796.574569025
"1220","JPN","C20",226754.258516907
"1221","JPN","C21",56664.4166087806
"1222","JPN","C22",56627.987362236
"1223","JPN","C23",188941.448784154
"1224","JPN","C24",29101.9574909583
"1225","JPN","C25",20391.5283553525
"1226","JPN","C26",637004.444675039
"1227","JPN","C27",114046.441031247
"1228","JPN","C28",416093.631041057
"1229","JPN","C29",318708.522095039
"1230","JPN","C30",200380.336948509
"1231","JPN","C31",44088.9481485438
"1232","JPN","C32",32288.1095914394
"1233","JPN","C33",58054.1258364627
"1234","JPN","C34",16871.1053484074
"1235","JPN","C35",312516.33033705
"1236","JPN","C36",34641.2078546385
"1237","JPN","C37",50209.1733319762
"1238","JPN","C38",153773.250361675
"1239","JPN","C39",148989.214870096
"1240","JPN","C40",248049.984347223
"1241","JPN","C41",109539.572033382
"1242","JPN","C42",660076.394333207
"1243","JPN","C43",2394.67558863487
"1244","JPN","C44",365177.142451773
"1245","JPN","C45",23924.205668427
"1246","JPN","C46",57560.1991613358
"1247","JPN","C47",556233.351343154
"1248","JPN","C48",187953.621975586
"1249","JPN","C49",509976.274349582
"1250","JPN","C50",270533.218819687
"1251","KOR","C01",56267.6047120879
"1252","KOR","C02",3975.7176601403
"1253","KOR","C03",5118.86277000099
"1254","KOR","C04",127112.499277386
"1255","KOR","C05",114956.229401199
"1256","KOR","C06",75291.1318180537
"1257","KOR","C07",8301.06242256781
"1258","KOR","C08",22970.5994722618
"1259","KOR","C09",10872.2338176494
"1260","KOR","C10",115001.358627595
"1261","KOR","C11",177114.964624806
"1262","KOR","C12",41536.9914701419
"1263","KOR","C13",22178.5281506782
"1264","KOR","C14",24795.7447848847
"1265","KOR","C15",157364.445883037
"1266","KOR","C16",92205.2295021209
"1267","KOR","C17",210252.919253634
"1268","KOR","C18",67013.0295469139
"1269","KOR","C19",107946.145834126
"1270","KOR","C20",89940.3464703661
"1271","KOR","C21",61091.5589638494
"1272","KOR","C22",28768.5550944432
"1273","KOR","C23",104552.899961076
"1274","KOR","C24",18387.6409061208
"1275","KOR","C25",19129.4457018456
"1276","KOR","C26",189980.138408918
"1277","KOR","C27",10683.5630381551
"1278","KOR","C28",77068.1825107632
"1279","KOR","C29",88367.9457570118
"1280","KOR","C30",69351.5361063487
"1281","KOR","C31",210.929811374006
"1282","KOR","C32",7615.38902188317
"1283","KOR","C33",40386.6965592599
"1284","KOR","C34",5255.8969797299
"1285","KOR","C35",67774.3829502596
"1286","KOR","C36",25008.3435363252
"1287","KOR","C37",52805.0009890803
"1288","KOR","C38",16103.9278158063
"1289","KOR","C39",21884.9669347101
"1290","KOR","C40",96794.4178135078
"1291","KOR","C41",42896.6538565169
"1292","KOR","C42",126688.138506508
"1293","KOR","C43",20227.966881834
"1294","KOR","C44",51305.8483941106
"1295","KOR","C45",45442.215334485
"1296","KOR","C46",51228.2654975948
"1297","KOR","C47",134040.844236193
"1298","KOR","C48",100101.796279759
"1299","KOR","C49",106760.584508427
"1300","KOR","C50",71157.7203848362
"1301","LTU","C01",3063.52444483274
"1302","LTU","C02",348.092814047236
"1303","LTU","C03",165.245696414674
"1304","LTU","C04",5861.57342315279
"1305","LTU","C05",6119.58791815348
"1306","LTU","C06",1568.22103286348
"1307","LTU","C07",894.397158834199
"1308","LTU","C08",628.353359365299
"1309","LTU","C09",332.57721195176
"1310","LTU","C10",3524.37669777504
"1311","LTU","C11",2748.18138873824
"1312","LTU","C12",925.480873614084
"1313","LTU","C13",1007.35113248747
"1314","LTU","C14",587.797159293528
"1315","LTU","C15",371.015952833919
"1316","LTU","C16",1112.22682818378
"1317","LTU","C17",1254.85670128097
"1318","LTU","C18",824.43782891077
"1319","LTU","C19",1737.17484615138
"1320","LTU","C20",1468.78816134543
"1321","LTU","C21",496.945394956252
"1322","LTU","C22",1048.02233918494
"1323","LTU","C23",3009.5863976106
"1324","LTU","C24",167.599870368198
"1325","LTU","C25",327.977024589348
"1326","LTU","C26",6552.81992092359
"1327","LTU","C27",1402.78241294052
"1328","LTU","C28",3722.6067982216
"1329","LTU","C29",4360.59349577334
"1330","LTU","C30",3635.92783287745
"1331","LTU","C31",203.019735340491
"1332","LTU","C32",258.995572349752
"1333","LTU","C33",1942.32617751461
"1334","LTU","C34",170.522488475371
"1335","LTU","C35",810.034886144965
"1336","LTU","C36",185.604998790582
"1337","LTU","C37",178.195230824713
"1338","LTU","C38",1022.4246425727
"1339","LTU","C39",681.479170891942
"1340","LTU","C40",1132.04895335374
"1341","LTU","C41",495.236710193799
"1342","LTU","C42",3732.77335537948
"1343","LTU","C43",1195.35209488961
"1344","LTU","C44",1172.18072843905
"1345","LTU","C45",97.5208686071653
"1346","LTU","C46",1626.22260758464
"1347","LTU","C47",3834.48902068491
"1348","LTU","C48",2472.11912634128
"1349","LTU","C49",2225.43443534896
"1350","LTU","C50",1752.00925036461
"1351","LUX","C01",864.510958580532
"1352","LUX","C02",40.6255553730443
"1353","LUX","C03",24.447425765582
"1354","LUX","C04",320.415190171134
"1355","LUX","C05",2627.42080459803
"1356","LUX","C06",1212.4918046501
"1357","LUX","C07",240.098504148599
"1358","LUX","C08",282.737458727917
"1359","LUX","C09",132.791394660254
"1360","LUX","C10",1883.98683003989
"1361","LUX","C11",1655.80220449028
"1362","LUX","C12",773.379724615003
"1363","LUX","C13",804.569470272934
"1364","LUX","C14",1031.12256251715
"1365","LUX","C15",1678.68350480403
"1366","LUX","C16",1432.94049191986
"1367","LUX","C17",1169.65971033698
"1368","LUX","C18",614.704494712197
"1369","LUX","C19",1466.95664854083
"1370","LUX","C20",1915.69819185744
"1371","LUX","C21",1872.97883630442
"1372","LUX","C22",627.198310102803
"1373","LUX","C23",1702.38232638131
"1374","LUX","C24",120.244989925233
"1375","LUX","C25",711.895915723188
"1376","LUX","C26",7597.51941074628
"1377","LUX","C27",932.24399321241
"1378","LUX","C28",5306.09627014093
"1379","LUX","C29",2872.82656141559
"1380","LUX","C30",1539.07978033414
"1381","LUX","C31",97.8556682705239
"1382","LUX","C32",364.63035710389
"1383","LUX","C33",2722.96337188967
"1384","LUX","C34",1983.99451809658
"1385","LUX","C35",2268.44115257906
"1386","LUX","C36",1113.75440069269
"1387","LUX","C37",1269.29364322169
"1388","LUX","C38",3570.59565684293
"1389","LUX","C39",2994.86168062313
"1390","LUX","C40",19408.1451255208
"1391","LUX","C41",64627.7427273583
"1392","LUX","C42",6417.75964566134
"1393","LUX","C43",3434.61732408983
"1394","LUX","C44",8659.9787260717
"1395","LUX","C45",481.686158875695
"1396","LUX","C46",13292.7919050415
"1397","LUX","C47",4801.43093138129
"1398","LUX","C48",2778.57340726473
"1399","LUX","C49",4649.54615990555
"1400","LUX","C50",7582.64312788283
"1401","LVA","C01",1676.88233437984
"1402","LVA","C02",1050.11742080591
"1403","LVA","C03",90.1118820128417
"1404","LVA","C04",788.636469062167
"1405","LVA","C05",3312.76000359214
"1406","LVA","C06",798.331932902322
"1407","LVA","C07",1294.86377130914
"1408","LVA","C08",412.040538122637
"1409","LVA","C09",273.963971151389
"1410","LVA","C10",1598.21930446896
"1411","LVA","C11",1179.11981483754
"1412","LVA","C12",600.878183072109
"1413","LVA","C13",561.640518050428
"1414","LVA","C14",630.401827620039
"1415","LVA","C15",666.112215432592
"1416","LVA","C16",776.114547502697
"1417","LVA","C17",495.926190865332
"1418","LVA","C18",458.849822460069
"1419","LVA","C19",1126.99391358279
"1420","LVA","C20",493.539040256757
"1421","LVA","C21",301.46912608121
"1422","LVA","C22",602.683662128653
"1423","LVA","C23",3773.13052763516
"1424","LVA","C24",88.3366587488855
"1425","LVA","C25",404.499226082492
"1426","LVA","C26",7291.20935384419
"1427","LVA","C27",785.820652148235
"1428","LVA","C28",3190.0953289748
"1429","LVA","C29",2434.79375796866
"1430","LVA","C30",2254.85290587412
"1431","LVA","C31",53.95354676517
"1432","LVA","C32",303.683443764574
"1433","LVA","C33",3500.93888498264
"1434","LVA","C34",178.868776216226
"1435","LVA","C35",1100.41998717892
"1436","LVA","C36",150.758848378615
"1437","LVA","C37",192.37891495133
"1438","LVA","C38",1105.45377710969
"1439","LVA","C39",887.469577551366
"1440","LVA","C40",1337.87450859043
"1441","LVA","C41",522.195319824952
"1442","LVA","C42",4954.99587761915
"1443","LVA","C43",925.580976786603
"1444","LVA","C44",1228.02068269281
"1445","LVA","C45",187.354084198305
"1446","LVA","C46",1869.52253411582
"1447","LVA","C47",2992.15928508313
"1448","LVA","C48",1795.52482204568
"1449","LVA","C49",1337.9869595825
"1450","LVA","C50",1576.93461217953
"1451","MEX","C01",57179.5402049281
"1452","MEX","C02",1590.21146286975
"1453","MEX","C03",1921.57752795575
"1454","MEX","C04",69850.6244456942
"1455","MEX","C05",163388.552427573
"1456","MEX","C06",26446.0313001345
"1457","MEX","C07",6053.92811889527
"1458","MEX","C08",18160.1195624621
"1459","MEX","C09",4628.63451702779
"1460","MEX","C10",78575.7652534431
"1461","MEX","C11",74715.4776733195
"1462","MEX","C12",13476.7061052062
"1463","MEX","C13",32391.1706416699
"1464","MEX","C14",19476.4387367889
"1465","MEX","C15",42040.6713809672
"1466","MEX","C16",30002.5414133961
"1467","MEX","C17",54569.0920216035
"1468","MEX","C18",18577.6638654942
"1469","MEX","C19",34052.6265809771
"1470","MEX","C20",111460.239189742
"1471","MEX","C21",6754.47924035643
"1472","MEX","C22",19628.6289049937
"1473","MEX","C23",31811.2286231138
"1474","MEX","C24",7151.23130990182
"1475","MEX","C25",635.748348995349
"1476","MEX","C26",166630.160585994
"1477","MEX","C27",18145.2746895546
"1478","MEX","C28",127980.131282352
"1479","MEX","C29",110783.383017683
"1480","MEX","C30",102593.49461282
"1481","MEX","C31",1619.33622398742
"1482","MEX","C32",13700.3548150102
"1483","MEX","C33",11563.3514219138
"1484","MEX","C34",2704.67670461157
"1485","MEX","C35",40806.0983019576
"1486","MEX","C36",2421.15652934471
"1487","MEX","C37",6162.45367441001
"1488","MEX","C38",36704.9879825959
"1489","MEX","C39",1096.24790770472
"1490","MEX","C40",51724.9620375896
"1491","MEX","C41",23392.0823457608
"1492","MEX","C42",13.5473522807105
"1493","MEX","C43",24256.2627796228
"1494","MEX","C44",18261.5026951207
"1495","MEX","C45",8517.29093788189
"1496","MEX","C46",214592.948904634
"1497","MEX","C47",78126.2491939664
"1498","MEX","C48",60033.2415309092
"1499","MEX","C49",41878.9840050085
"1500","MEX","C50",33553.346468495
"1501","MLT","C01",275.990645251239
"1502","MLT","C02",2.64974572121634
"1503","MLT","C03",158.042837624899
"1504","MLT","C04",59.0020200420695
"1505","MLT","C05",888.203624350251
"1506","MLT","C06",240.855264788494
"1507","MLT","C07",37.5521728762844
"1508","MLT","C08",140.00065104207
"1509","MLT","C09",75.7633273245769
"1510","MLT","C10",645.274950447027
"1511","MLT","C11",293.060187923675
"1512","MLT","C12",228.403071588953
"1513","MLT","C13",166.877754482678
"1514","MLT","C14",227.77664325207
"1515","MLT","C15",139.757840951379
"1516","MLT","C16",171.17690754222
"1517","MLT","C17",1022.57661487191
"1518","MLT","C18",239.168337166789
"1519","MLT","C19",401.862943354526
"1520","MLT","C20",289.594840008183
"1521","MLT","C21",203.962995104622
"1522","MLT","C22",263.854059267437
"1523","MLT","C23",890.744561426094
"1524","MLT","C24",44.6849553393103
"1525","MLT","C25",142.822732471535
"1526","MLT","C26",1130.73719634539
"1527","MLT","C27",152.834746412038
"1528","MLT","C28",973.008757866202
"1529","MLT","C29",809.490057236214
"1530","MLT","C30",212.612278670716
"1531","MLT","C31",1059.32376076158
"1532","MLT","C32",129.044141619169
"1533","MLT","C33",544.084283670176
"1534","MLT","C34",473.118904751733
"1535","MLT","C35",1235.3376635695
"1536","MLT","C36",201.321903434469
"1537","MLT","C37",94.497971268756
"1538","MLT","C38",584.304829073277
"1539","MLT","C39",829.797060041206
"1540","MLT","C40",4849.01793413737
"1541","MLT","C41",489.079506298293
"1542","MLT","C42",690.517522084278
"1543","MLT","C43",1403.79785148613
"1544","MLT","C44",1628.05727861498
"1545","MLT","C45",32.1831229608442
"1546","MLT","C46",1320.58680459032
"1547","MLT","C47",926.961335706743
"1548","MLT","C48",712.131775364047
"1549","MLT","C49",990.762087210037
"1550","MLT","C50",724.284261429232
"1551","NLD","C01",40520.1229181588
"1552","NLD","C02",464.95038037828
"1553","NLD","C03",601.541430521898
"1554","NLD","C04",1641.46965512634
"1555","NLD","C05",79013.4214544303
